,Title,Summary,Date,Time,Link
89,Coronavirus: Oil prices fall as US economic package crashes,Oil prices fell at the open in Asia on Monday after a trilliondollar Senate proposal to help the coronavirushit American economy was defeated and death tolls soared across Europe and the US The latest drop came after a trilliondollar Senate proposal to rescue the US economy was defeated after receiving zero support from Democrats and with five Republicans absent from the chamber because of virusrelated quarantines The bill had proposed funding for American families thousands of shuttered or suffering businesses and the nations critically underequipped hospitals Coronavirus deaths soared across Europe and the United States at the weekend despite heightened restrictions Oil markets collapsed out of the gate this morning as prices react to stringent containment lockdown measures he said,23-03-2020,06:40:42,https://news.google.com/articles/CBMiemh0dHBzOi8vd3d3LmxpdmVtaW50LmNvbS9tYXJrZXQvY29tbW9kaXRpZXMvY29yb25hdmlydXMtb2lsLXByaWNlcy1mYWxsLWFzLXVzLWVjb25vbWljLXBhY2thZ2UtY3Jhc2hlcy0xMTU4NDkyNTYwMDExMy5odG1s0gF-aHR0cHM6Ly93d3cubGl2ZW1pbnQuY29tL21hcmtldC9jb21tb2RpdGllcy9jb3JvbmF2aXJ1cy1vaWwtcHJpY2VzLWZhbGwtYXMtdXMtZWNvbm9taWMtcGFja2FnZS1jcmFzaGVzL2FtcC0xMTU4NDkyNTYwMDExMy5odG1s?hl=en-IN&gl=IN&ceid=IN%3Aen
90,Oil prices fall as US economic package crashes,Oil prices fell at the open in Asia on Monday after a trilliondollar Senate proposal to help the coronavirushit American economy was defeated and death tolls soared across Europe and the US The latest drop came after a trilliondollar Senate proposal to rescue the US economy was defeated after receiving zero support from Democrats and with five Republicans absent from the chamber because of virusrelated quarantines The bill had proposed funding for American families thousands of shuttered or suffering businesses and the nations critically underequipped hospitals Also Read Coronavirus India update Statewise total number of confirmed casesCoronavirus deaths soared across Europe and the United States at the weekend despite heightened restrictions Oil markets collapsed out of the gate this morning as prices react to stringent containment lockdown measures he said,23-03-2020,08:05:33,https://news.google.com/articles/CBMibmh0dHBzOi8vd3d3LmRlY2NhbmhlcmFsZC5jb20vYnVzaW5lc3MvYnVzaW5lc3MtbmV3cy9vaWwtcHJpY2VzLWZhbGwtYXMtdXMtZWNvbm9taWMtcGFja2FnZS1jcmFzaGVzLTgxNjYyNC5odG1s0gFyaHR0cHM6Ly93d3cuZGVjY2FuaGVyYWxkLmNvbS9hbXAvYnVzaW5lc3MvYnVzaW5lc3MtbmV3cy9vaWwtcHJpY2VzLWZhbGwtYXMtdXMtZWNvbm9taWMtcGFja2FnZS1jcmFzaGVzLTgxNjYyNC5odG1s?hl=en-IN&gl=IN&ceid=IN%3Aen
91,"Oil turns positive, snapping back from worst week since 1991",Oil prices moved higher on Sunday snapping back from a week of steep declines that saw US West Texas Intermediate crude post its worst week since 1991 If the bill which was brought before the Senate on Sunday night passes oil prices could turn a corner As traders attempt to quantify what increasingly strict travel restrictions and stayathome mandates will mean for longerterm crude demand prices have swung in either direction On Wednesday WTI dropped 244 to a more than 18year low in its third worst day on record This is the most dismal oil demand picture we have witnessed in a long time with a simultaneous collapse in jet fuel gasoline shipping fuel petrochemicals and oil used for power generation she added,22-03-2020,22:21:25,https://news.google.com/articles/CAIiEN1MoZtha_b8d2Khhp99QswqGQgEKhAIACoHCAow2Nb3CjDivdcCMJ_d7gU?hl=en-IN&gl=IN&ceid=IN%3Aen
92,Oil falls more than $1 as coronavirus spreads,NEW YORK Reuters  Oil prices fell more than 1 a barrel at the start of the trading session on Sunday as more governments ordered lockdowns to curb the spread of the global coronavirus pandemic that has slashed the demand outlook for crude Brent crude LCOc1 futures fell 184 or 68 to 2514 a barrel by 2215 GMT West Texas Intermediate WTI crude CLc1 futures fell 126 or 56 to 2137 a barrel Oil prices have fallen for four straight weeks and have lost about 60 since the start of the year The coronavirus which has infected more than 325000 and killed over 14000 worldwide has disrupted business travel and daily life,23-03-2020,00:20:00,https://news.google.com/articles/CBMiV2h0dHBzOi8vd3d3LmtpdGNvLmNvbS9uZXdzLzIwMjAtMDMtMjIvT2lsLWZhbGxzLW1vcmUtdGhhbi0xLWFzLWNvcm9uYXZpcnVzLXNwcmVhZHMuaHRtbNIBAA?hl=en-IN&gl=IN&ceid=IN%3Aen
93,Singapore Airlines to ground 96% fleet amid travel restrictions due to coronavirus,Singapore Airlines Ltd SIALSI said on Monday it would cut its capacity by 96 up to the end of April amid tightening border restrictions that bar foreigners from transiting its hub in an effort to stem the coronavirus pandemic It said the move would result in its grounding 138 of 147 planes at Singapore Airlines and regional arm SilkAir and 47 of 49 planes at lowcost carrier Scoot It is unclear when the SIA Group can begin to resume normal services given the uncertainty as to when the stringent border controls will be lifted the airline said Also read Coronavirus outbreak India bans international flights till March 28Also read COVID19 impact GoAir announces 50 pay cut for its top leaders,,,https://news.google.com/articles/CAIiELGFWpD_RenN2uZj2ZoH7tMqGQgEKhAIACoHCAowouTcCjDl8M4BMJjvvQY?hl=en-IN&gl=IN&ceid=IN%3Aen
94,Singapore Airlines slashes capacity by 96%,A Singapore Airlines plane sits on the tarmac at Changi Airport on March 11 2020 Reuters photoSINGAPORE Singapore Airlines SIA said Monday that it will slash 96 of its capacity as demand for air travel evaporates due to coronavirusrelated movement restrictions Under the measure 138 of the 147 aircraft in the airlines fleet including those of group carrier SilkAir will be grounded Singapore Airlines budget carrier Scoot will ground 47 of its 49 aircraft The resultant collapse in the demand for air travel has led to a significant decline in SIAs passenger revenues it added,,,https://news.google.com/articles/CBMiV2h0dHBzOi8vd3d3LmJhbmdrb2twb3N0LmNvbS9idXNpbmVzcy8xODg0NjU1L3NpbmdhcG9yZS1haXJsaW5lcy1zbGFzaGVzLWNhcGFjaXR5LWJ5LTk2LdIBAA?hl=en-IN&gl=IN&ceid=IN%3Aen
95,SIA grounds almost entire fleet in ‘greatest challenge’ ever,Singapore Airlines will slash schedules and ground almost all aircraft as the coronavirus pandemic presents “the greatest challenge that the SIA Group has faced in its existence” Due to the further tightening of border controls globally SIA will cut 96 of scheduled capacity until endApril and ground 138 of 147 aircraft operated by SIA and regional carrier SilkAir The carrier said today “The SIA Group diversified its network and set up Scoot to spread its risks and cater to a wide range of passenger and market segments However without a domestic segment the group’s airlines become more vulnerable when international markets increasingly restrict the free movement of people or ban air travel altogether “It is unclear when the SIA Group can begin to resume normal services given the uncertainty as to when the stringent border controls will be lifted,,,https://news.google.com/articles/CBMiZmh0dHBzOi8vd3d3LmZsaWdodGdsb2JhbC5jb20vc2lhLWdyb3VuZHMtYWxtb3N0LWVudGlyZS1mbGVldC1pbi1ncmVhdGVzdC1jaGFsbGVuZ2UtZXZlci8xMzc0NjYuYXJ0aWNsZdIBAA?hl=en-IN&gl=IN&ceid=IN%3Aen
96,Singapore Airlines slashes 96% of capacity as virus saps demand,Singapore Airlines Ltd is cutting 96 percent of its capacity through the end of April joining carriers around the globe slashing flights as the fastspreading coronavirus curbs travel demand Singapore Airlines is in talks to defer deliveries of aircraft and its management will cut salaries in a bid to reduce costs Singapore Airlines said it is discussing with financial institutions on future funding needs and has drawn on credit lines to meet immediate cash flow requirements Shares of Singapore Airlines plunged as much as 86 percent the biggest intraday drop since 2011 and traded down 83 percent as of 1008 am in Singapore Singapore Airlines Chief Executive Officer Goh Choon Phong shaved 15 percent of his salary starting this month while other senior management and board members have also cut their pay,,,https://news.google.com/articles/CBMidGh0dHBzOi8vd3d3LnRoZWpha2FydGFwb3N0LmNvbS90cmF2ZWwvMjAyMC8wMy8yMy9zaW5nYXBvcmUtYWlybGluZXMtc2xhc2hlcy05Ni1vZi1jYXBhY2l0eS1hcy12aXJ1cy1zYXBzLWRlbWFuZC5odG1s0gF4aHR0cHM6Ly93d3cudGhlamFrYXJ0YXBvc3QuY29tL2FtcC90cmF2ZWwvMjAyMC8wMy8yMy9zaW5nYXBvcmUtYWlybGluZXMtc2xhc2hlcy05Ni1vZi1jYXBhY2l0eS1hcy12aXJ1cy1zYXBzLWRlbWFuZC5odG1s?hl=en-IN&gl=IN&ceid=IN%3Aen
97,"Nifty: Analyst Calls: Havells, Bajaj Auto, Quess Corp , Cadila Healthcare",And Nifty futures on Singapore traded 1025 points lower this morning signalling a weak start for Dalal Street CLSA has retained buy rating on Cadila Healthcare with a target price of Rs 330 Shares of Cadila Healthcare ended up 164 per cent at Rs 2861 on Friday CLSA has maintained outperform rating on Havells India and cut target price to Rs 590 from Rs 655 Shares of Havells India ended up 055 per cent at Rs 53880 on Friday Investec Securities has maintained buy rating on Bajaj Auto and lowered target price to Rs 2900 from Rs 3800 Shares of Narayana Hrudayalaya ended down 7 per cent at Rs 24755 on Friday IIFL Securities has a buy rating on Quess Corp with a target price of Rs 820 Shares of Quess Corp ended down 10 per cent at Rs 24720 on Friday,23-03-2020,07:28:00,https://news.google.com/articles/CAIiEHdDCwM9ybexjzzIcWKXVbIqGQgEKhAIACoHCAow2pqGCzD954MDMJzyigY?hl=en-IN&gl=IN&ceid=IN%3Aen
98,"Coronavirus lockdown: Samsung, Vivo and Oppo halt phone manufacturing in India",Covid19 has been bad news for business with the pandemic having forced whole economies to stand still in its wake Quoting a person familiar with the matter the report said The factories are shut till March 25basis discussions with UP government officials both Oppo and Vivo will take future steps However the ETTelecom report suggests that apart from these three other OEMs are keeping up with manufacturing operations The work is based on the exemption granted by the relevant authorities a company spokesperson confirmed to the publication These reports of companies such as Samsung Vivo and Oppo halting operations in India come at a time when the entire country faces the prospect of the Covid19 outbreak taking over the biggest cities of our country,23-03-2020,10:46:30,https://news.google.com/articles/CAIiEDMwhGLgWs-aWWDEZGqh7tMqGQgEKhAIACoHCAowot7cCjD8xM4BMJTu8gU?hl=en-IN&gl=IN&ceid=IN%3Aen
99,"coronavirus india: Samsung, Oppo, Vivo halt smartphone production in India, Telecom News, ET Telecom",NEW DELHI Chinese handset makers Oppo and Vivo and Koreas Samsung have stopped production at their respective Greater Noida factories and will meet the Uttar Pradesh government officials tonight to discuss future course of action as the government announces a lockdown due to the Coronavirus or Covid19 outbreak The factories are shut till March 25basis discussions with UP government officials both Oppo and Vivo will take future steps a person familiar with the matter saidA source said that Samsung has temporarily suspended production at its Noida factory and has asked employees in operations and RD to work from homeVivo has already mandated work from home for its nonfactory workers from Monday to fight against spread of coronavirusTelecom gear makers Ericsson and Nokia  however are still continuing with production at their Pune and Chennai factories Ericsson facility in Pune will be working based on social distancing principle that is 50 percent workforce The work is on based on exemption granted by the relevant authorities a company spokesperson saidOn Thursday Prime Minister Narendra Modi asked people to stay indoors and work from home as much as possible while underscoring the dangers of coronavirus saying the world has never seen a crisis as grave as thisThe PM also appealed all establishment to not salaries of employees in the present scenario,,,https://news.google.com/articles/CBMiaWh0dHBzOi8vdGVsZWNvbS5lY29ub21pY3RpbWVzLmluZGlhdGltZXMuY29tL25ld3Mvb3Bwby12aXZvLWhhbHQtc21hcnRwaG9uZXMtcHJvZHVjdGlvbi1pbi1pbmRpYS83NDc2MjYwM9IBbWh0dHBzOi8vdGVsZWNvbS5lY29ub21pY3RpbWVzLmluZGlhdGltZXMuY29tL2FtcC9uZXdzL29wcG8tdml2by1oYWx0LXNtYXJ0cGhvbmVzLXByb2R1Y3Rpb24taW4taW5kaWEvNzQ3NjI2MDM?hl=en-IN&gl=IN&ceid=IN%3Aen
100,"Smartphone sale: Offline sellers urge handset brands to soften sale targets, Telecom News, ET Telecom",New Delhi Offline retailers have urged smartphone brands to go easy on sale targets amid corona virus lockdown and make pay outs based on previous performancesIn a letter to handset brands including Samsung Oppo  Vivo Motorola Realme and Apple  dated 22 March offline sellers body has appealed that distributors should compulsively shut down and stop billing for 14 days“Customers are not visiting market places at a time like this mobile retail has come down more than 60 and in lockdown districts  cities would be 100 but our overheads and expenses are still intact” the All India Mobile Retailers Association AIMRA said in the letterIt also appealed brands to release salaries of their in shop promoters 10 days in advance so that they can buy essential items for their family and should stay at home“During this period the affordability codes should be inactive so that all possible doors are nullified for a retailer to open the store and take risk of catching this deadly virus” AIMRA said“Please consider it your good deed to make payouts against sales targets on previous performances irrespective of nonachievement in the current times it addedThe retailer fraternity has urged the brands to consider their submissions at a time when sales are dwindling but the only thing static is operational cost,,,https://news.google.com/articles/CBMidWh0dHBzOi8vdGVsZWNvbS5lY29ub21pY3RpbWVzLmluZGlhdGltZXMuY29tL25ld3Mvb2ZmbGluZS1zZWxsZXJzLXVyZ2UtaGFuZHNldC1icmFuZHMtdG8tc29mdGVuLXNhbGUtdGFyZ2V0cy83NDc2NDE5MdIBeWh0dHBzOi8vdGVsZWNvbS5lY29ub21pY3RpbWVzLmluZGlhdGltZXMuY29tL2FtcC9uZXdzL29mZmxpbmUtc2VsbGVycy11cmdlLWhhbmRzZXQtYnJhbmRzLXRvLXNvZnRlbi1zYWxlLXRhcmdldHMvNzQ3NjQxOTE?hl=en-IN&gl=IN&ceid=IN%3Aen
101,"M&M to shut down Nagpur, Pune and Mumbai plants indefinitely on COVID-19 scare",MUMBAI Mahindra  Mahindra Ltd MM will shut down its tractor production facility in Nagpur with immediate effect joining the ranks of other automobile makers taking steps to protect their workers against the deadly coronavirus All operations at its Chakan Pune and Kandivali Mumbai units will close down by end of Monday a company release sent to the stock exchanges said None of the plants are working today March 22 the company said in a note released to the BSE on Sunday Over the last two days automakers such as Tata Motors Ltd FCA India Automobiles Pvt Ltd and Hero MotoCorp Ltd have issued official statements announcing closures of their respective production units Hero MotoCorp has shut production at all its plants worldwide till 31 March,22-03-2020,14:50:10,https://news.google.com/articles/CBMihQFodHRwczovL3d3dy5saXZlbWludC5jb20vbmV3cy9pbmRpYS9tLW0tdG8tc2h1dC1kb3duLW5hZ3B1ci1wdW5lLWFuZC1tdW1iYWktcGxhbnRzLWluZGVmaW5pdGVseS1vbi1jb3ZpZC0xOS1zY2FyZS0xMTU4NDg2NzgzNDQ0OC5odG1s0gGJAWh0dHBzOi8vd3d3LmxpdmVtaW50LmNvbS9uZXdzL2luZGlhL20tbS10by1zaHV0LWRvd24tbmFncHVyLXB1bmUtYW5kLW11bWJhaS1wbGFudHMtaW5kZWZpbml0ZWx5LW9uLWNvdmlkLTE5LXNjYXJlL2FtcC0xMTU4NDg2NzgzNDQ0OC5odG1s?hl=en-IN&gl=IN&ceid=IN%3Aen
102,Taking all preventive measures amid coronavirus outbreak: Tech Mahindra,Tech Mahindra one of the country’s biggest IT services companies has said the firm is taking all necessary measures to ensure its staff are safe and protected following the outbreak of COVID19 in the country The Puneheadquartered firm was responding to a specific query after a video surfaced where a person was seen arguing with Tech Mahindra employees regarding the safety of staff Even though the company did not comment on this video sources said an ‘internal investigation’ had been ordered to find out the details “The wellbeing and safety of our associates and partner ecosystem is our biggest priority and we are taking all the necessary preventive measures to ensure that they feel safe and protected” Harshvendra Soin chief people officer at Tech Mahindra in a statement “We have relaxed our work from home policy and are encouraging associates to avail flexibility for the same,,,https://news.google.com/articles/CAIiEEoHI-u520l_9eizX5yDCZUqGQgEKhAIACoHCAowsLXdCjCm3dEBMOThpAM?hl=en-IN&gl=IN&ceid=IN%3Aen
103,"Coronavirus pandemic | Car, bike factories in Pune shut till March 31; Mercedes, Fiat, JCB join the league",The deadly Covid19 virus has forced more than half a dozen automotive manufacturing plants that make cars bikes trucks and earthmovers in Maharashtra to shutdown operations till March 31 German automotive giant Volkswagen has been shut since the past few weeks and this has been extended till March 31 Force Motors the maker of mini buses announced on March 21 that all manufacturing operations at its Akrudi Pune plant will be shut till March 31 Construction equipment giant JCB has also shut down its excavator manufacturing facility at Chakan till March 31 A directive from the Maharashtra government mandated a nearshutdown of the state to control the spread of the novel coronavirus,,,https://news.google.com/articles/CAIiEKVayJ-a0KwuGbeWf7vRL3AqGQgEKhAIACoHCAowlbCPCzCrzaIDMLL1zQY?hl=en-IN&gl=IN&ceid=IN%3Aen
104,"Mahindra, Fiat, Tata, Mercedes, JCB, Hero, Bajaj, VW",There are several auto companies that have their plants centered around these areas and many have announced closure of operations and suspended production till 31st March 2020 Fiat Chrysler India has their production unit in Ranjangaon in Maharashtra where Jeep Compass is manufactured for India as well as exports They have announced a temporary closure of operations and suspension of production to protect the health of their workers and their families Force Motors have shut production at their plant in Akurdi Pune till 31st March Tata Motors has also announced a temporary shutdown at their Pune plant,22-03-2020,10:09:25,https://news.google.com/articles/CBMiYmh0dHBzOi8vd3d3LnJ1c2hsYW5lLmNvbS9tYWhpbmRyYS1maWF0LXRhdGEtbWVyY2VkZXMtamNiLXByb2R1Y3Rpb24tcGxhbnRzLXNodXQtZG93bi0xMjM1Njk1NC5odG1s0gFmaHR0cHM6Ly93d3cucnVzaGxhbmUuY29tL21haGluZHJhLWZpYXQtdGF0YS1tZXJjZWRlcy1qY2ItcHJvZHVjdGlvbi1wbGFudHMtc2h1dC1kb3duLTEyMzU2OTU0Lmh0bWwvYW1w?hl=en-IN&gl=IN&ceid=IN%3Aen
105,"Investors, beware the ‘rude shock’ from pledged promoter shares",There could be more pain ahead for a different reason Pledged shares During steep market declines as the value of the pledged shares drops the lenders may be forced to sell these shares to maintain the loan to value LTV Worst is not over yet“Most investors try to avoid stocks where the company’s promoters have pledged shares significantly Word of cautionJasani believes that recovery in share prices for such stocks would be slow unless the percentage of shares pledged is drastically lowered by the promoter Stressing the importance of the due diligence to be done by investors he adds “factors such as the increasing trend in shares pledged by the promoter and significant value of shares being pledged should not be ignored,,,https://news.google.com/articles/CAIiECLoe_zE0QrwktnZcqt8sJEqGQgEKhAIACoHCAownZiCCzDY7_4CMJPw8gU?hl=en-IN&gl=IN&ceid=IN%3Aen
106,"BitMEX may be about to add KYC, and that’s bearish for Bitcoin: traders explain why",BitMEX the leading Bitcoin and cryptoasset derivatives exchange has long played a central role in these nascent markets BitMEX’s swap has been so key to Bitcoin that a good portion of the brutal crypto market crash seen on Mar BitMEX’s importance to the structure of the entire Bitcoin market hasn’t gone unnoticed by authorities and critics The Bitcoin exchange’s decision to shift towards a KYC model comes after it has come under fire from some of the world’s biggest financial regulators There is the case of both Bitfinex and Bittrex though whose implementation of stricter KYC protocol seemingly coincided with a large decrease in their share of the crypto exchange market,22-03-2020,08:20:36,https://news.google.com/articles/CBMiaWh0dHBzOi8vY3J5cHRvc2xhdGUuY29tL2JpdG1leC1tYXktYmUtYWJvdXQtdG8tYWRkLWt5Yy1hbmQtdGhhdHMtYmVhcmlzaC1mb3ItYml0Y29pbi10cmFkZXJzLWV4cGxhaW4td2h5L9IBbWh0dHBzOi8vY3J5cHRvc2xhdGUuY29tL2JpdG1leC1tYXktYmUtYWJvdXQtdG8tYWRkLWt5Yy1hbmQtdGhhdHMtYmVhcmlzaC1mb3ItYml0Y29pbi10cmFkZXJzLWV4cGxhaW4td2h5L2FtcC8?hl=en-IN&gl=IN&ceid=IN%3Aen
107,What Is Bitcoin Dust – and How Can You Clean it?,Fortunately there are a number of ways to address the problem of accumulating all this “crypto dust”Learn what crypto dust is – and discover what you can do about it What is crypto dust Your ability to deal with crypto dust will depend largely on the policies of the exchange where it has been piling up Alternatively you could top up your dust to the point where it meets your exchange’s minimum withdrawal value requirement The dark side of dust Dusting attacksYou cannot talk about crypto dust without mentioning dusting attacks,,,https://news.google.com/articles/CBMiWGh0dHBzOi8vY3J5cHRvbmV3cy5jb20vZXhjbHVzaXZlcy93aGF0LWlzLWJpdGNvaW4tZHVzdC1hbmQtaG93LWNhbi15b3UtY2xlYW4taXQtNjA3Ny5odG3SAQA?hl=en-IN&gl=IN&ceid=IN%3Aen
108,"Bitcoin more attractive as the coronavirus spreads, study",Bitcoin more attractive as it has recently been proclaimed as a “safe haven” asset which would profit from global economic instability such as the virus’s financial panic Bitcoin more attractive as other assets crashGold which has been regarded as a safe haven asset in recent times has declined by 8 since February Although trade is usually compatible with one another the coronavirus spread helped the perception Bitcoin more attractive that hadn’t been seen since before 2018 during the market crash Large whale orders have influenced and skewed market prices and promoted even more volatility CryptoCompare announced a significant increase in investor use of its data amid the fall in market prices,,,https://news.google.com/articles/CAIiEFMhTBdHy42HFMmwKzauvqkqMwgEKioIACIQABJvHFz_L0ijbnKvWqMpuCoUCAoiEAASbxxc_y9Io25yr1qjKbgw4MfHBg?hl=en-IN&gl=IN&ceid=IN%3Aen
109,Are Crypto Markets Facing a Crisis? CryptoCompare Explores Flurry of Trading in March,2 Crypto Exchanges DivergingThis chart shows the top exchanges that usually trade in line with each other We have also seen a great deal of volatility resulting from the feedback between crypto derivatives markets and spot prices Check Latest Headlines on HodlXDisclaimer Opinions expressed at The Daily Hodl are not investment advice The Daily Hodl does not recommend the buying or selling of any cryptocurrencies or digital assets nor is The Daily Hodl an investment advisor Please note that The Daily Hodl participates in affiliate marketing,22-03-2020,02:15:53,https://news.google.com/articles/CAIiEE3IhzMqvCpOxft-zQXVXtcqMwgEKioIACIQMMEDNjrchBqI-rFGbYpPnCoUCAoiEDDBAzY63IQaiPqxRm2KT5wwuNXDBg?hl=en-IN&gl=IN&ceid=IN%3Aen
110,RBI extends curbs on PMC Bank for three months,MUMBAI The Reserve Bank of India  RBI  on Saturday extended regulatory restrictions on Punjab and Maharashtra Cooperative PMC Bank for another three months until June 22 as it works on a plan for the banks recoveryIn September the central bank put the curbs on the cooperative bank for six months after finding financial irregularities such as underreporting of bad loans The RBI in consultation with various stakeholders and authorities is trying to work out a scheme for revival of the bank In order to take this forward it is considered necessary to extend the aforesaid Directions for a further period of three months the central bank said in a statementUnder the restrictions withdrawals by the banks depositors have been limited while the bank itself has been put under the direction of the central bank and barred from renewing or granting any loans or making investments without prior approval of the RBIAccording to a police complaint lodged by Indian government officials PMC allegedly made more than 21000 fictitious accounts to hide loans it made to now bankrupt realty company Housing Development and Infrastructure,22-03-2020,10:27:00,https://news.google.com/articles/CAIiEOzC1qvXsidf5Nr7rv5K0XAqGQgEKhAIACoHCAow2pqGCzD954MDMJzyigY?hl=en-IN&gl=IN&ceid=IN%3Aen
111,RBI extends PMC Bank moratorium by another three months,Depositors of Punjab and Maharashtra Cooperative PMC Bank display placards during a protest over the bank’s crisis outside the Reserve Bank of India building in Mumbai Photo PTI Depositors of Punjab and Maharashtra Cooperative PMC Bank display placards during a protest over the bank’s crisis outside the Reserve Bank of India building in Mumbai Photo PTIThe Reserve Bank of India RBI has extended the moratorium on Punjab and Maharashtra Cooperative Bank PMC Bank for another three months — from March 23 to June 22 2020 The RBI said unlike in the case of commercial banks the RBI has no powers to draw up an enforceable scheme of reconstruction of a cooperative bank On September 23 2019 the RBI slapped curbs on PMC Bank a leading cooperative bank headquartered in Mumbai appointed an administrator and superseded its board of directors sending shock waves among thousands of its depositors,22-03-2020,13:59:06,https://news.google.com/articles/CAIiEPMh2aEyJlnVd9E4-YGeCGoqGAgEKg8IACoHCAow3rvTBDD89X4w8YzmBQ?hl=en-IN&gl=IN&ceid=IN%3Aen
112,Clarification needed from RBI: Is 100% repayment of deposits guaranteed?,This refers to  gets 60k crore line of credit from RBI March 19 The article quotes RBI Governor Shaktikanta Das as saying Never in the history of banks in India have depositors lost money…” The point made is that depositors money is absolutely safe This may mislead gullible public to deposit money in a bank irrespective of its financial health I wonder even in the case of nationalised banks whether a 100 per cent repayment of deposits is guaranteed To remove any doubt in the mind of the public some clarification about the statement purported to have been made by the RBI governor should be urgently issued,,,https://news.google.com/articles/CAIiEPZuEV-GSYQkYSGH__goR8oqGQgEKhAIACoHCAowsLXdCjCm3dEBMNS-swY?hl=en-IN&gl=IN&ceid=IN%3Aen
113,"RBI extends regulatory restrictions on PMC Bank till June 22, 2020",In yet another blow to the customers of crisishit Punjab and Maharashtra Cooperative PMC Bank the Reserve Bank of India RBI on Saturday March 21 extended the regulatory restrictions on PMC for three more months till June 22 2020 It may be recalled that a sixmonth regulatory restriction was placed on PMC Bank by RBI on September 23 2019 after the detection of several financial irregularities hiding and misreporting of loans given to banrupt real estate developer HDIL Notably the RBI has no powers to come up with a scheme for reconstruction of a crisishit cooperative bank but the central bank can do that for nationalised and commercial banks The restrictions imposed by RBI came a blow to PMC Bank as it also stopped the bank from lending and accepting fresh deposits The board and the management of the bank was also superseded by RBI and an exRBI official was appointed as the administrator at the bank to take care of the management of the bank and bring it out of the crisis,22-03-2020,07:33:48,https://news.google.com/articles/CAIiEKgSr-krMKLyB5bU5b2KSU4qGQgEKhAIACoHCAowib-NCzDawJ8DMIa_pwY?hl=en-IN&gl=IN&ceid=IN%3Aen
114,Sebi’s revised limits may send many stocks into F&O ban,The decision by market regulator Securities and Exchange Board of India Sebi  to lower position limits that can be taken in the futures and options FO market will result in several stocks moving into the ban period from Monday said analystsThese include stocks such as Adani Enterprises Indiabulls Housing Finance Vodafone Idea Jindal Steel  Power Just Dial NCC Yes Bank  PVR and Punjab National Bank among others Sebi has increased margin requirements and capped derivatives exposure in a bid to curb volatility and shortselling in the equity marketsIndia’s main stock indices are down nearly 30 per cent from their lifetime high levels hit in January this year due to the worldwide panic triggered by the Covid19 pandemicSebi has brought down the market wide position limit in FO contracts of a particular underlying stock to 50 per cent from 95 per cent earlier subject to conditions and also increased FO margins where positions are higher above the revised capMarket wide position limits MWPL may be revised to 50 per cent of existing levels if average daily price highlow variation percentage during the last five trading days is more than or equal to 15 per cent An additional condition is that average MWPL utilisation percentage during this period should be more than or equal to 40 per centResearch by Edelweiss showed that SAIL Canara Bank IDFC First Bank Escorts GMR Infrastructure Tata Motors and DLF are among the stocks with the highest open interest as a percentage of revised MWPL A lower position limit would automatically push stocks with high open interest into the banned zoneChandan Taparia derivatives analyst at Motilal Oswal said that Sebi’s move could somehow help the market to get stability Howver a major relief will come only if there is a positive trigger offered by reducing numbers of Covid19 cases along with stability in the global markets,23-03-2020,08:27:00,https://news.google.com/articles/CAIiEM-hx9X5mpmZ4SumOAdQL44qGQgEKhAIACoHCAow2pqGCzD954MDMJzyigY?hl=en-IN&gl=IN&ceid=IN%3Aen
115,"Sebi order: Big institutions can hedge, but not speculate",The penalties for noncompliance have been hiked steeply to 10x of the minimum prescribed by the exchanges in certain instances The impact would be highest on highvolatility FO stocks This may affect roughly 10 per cent of the FO stocks according to estimates of market operators Higher margins would also very likely lead to a reduction in nondelivery volumes in both FO and cash segment In effect this means that big institutions can hedge but not speculate,,,https://news.google.com/articles/CAIiEJ_gIubMfUF31xyfFX46_N8qGQgEKhAIACoHCAowsLXdCjCm3dEBMOThpAM?hl=en-IN&gl=IN&ceid=IN%3Aen
116,"YES Bank, Voda Idea: 11 stocks that will be impacted most by Sebi measures",For most other counters even if Market Wide Position Limit MWPL is restricted they believe the open interest is far lower to have any meaningful impact Liquidity in individual stocks may get impacted to some extent” explains Deepak Jasani head of retail research at HDFC Securities “We have witnessed wild price movements in some stocks like IndusInd Bank RBL Bank Indiabulls Housing Finance and over the last few weeks The reduction in the MWPL limit can help these stocks gain stability” says Vinay Khattar head of research at Edelweiss Securities So a lower position limit would automatically push scrips with high OI into the banned zone,,,https://news.google.com/articles/CAIiEEwtZHI04qq3vGw-RyyjEpgqGQgEKhAIACoHCAowsLXdCjCm3dEBMOThpAM?hl=en-IN&gl=IN&ceid=IN%3Aen
117,"Street signs: Focus on nine F&O stocks, Coal India's m-cap, and more",Focus on nine stocksThe Securities and Exchange Board of India’s Sebi’s move to tighten the norms for derivatives trading has placed the spotlight on nine stocks in the derivatives segment Further there are over a dozen other companies which could be on the verge of entering the “ban period” Jash KriplaniCoal India’s mcap less than dividend payoutsShares of plunged to alltime low of Rs 122 last week made its stock market debut in October 2010 Even if one adds all the dividends paid since listing the adjusted stock price works out to Rs 290,,,https://news.google.com/articles/CAIiEAzBYln-z5WtSSFRfQJx-BwqGQgEKhAIACoHCAowsLXdCjCm3dEBMOThpAM?hl=en-IN&gl=IN&ceid=IN%3Aen
